"Result","Logistic","SVM","GBM","NeuralNetwork","Xgboost","Adaboost","LightGBM","CatBoost"
0,0.565556830720185,0.466526790327683,0.60887180198146,0.519957475433668,0.500007629394531,0.413473011040336,0.542882719927019,0.62318470211672
0,0.432746046684878,0.222494854144084,0.542014893294908,0.458626418676627,0.500273615121841,0.586526988959664,0.228825859787996,0.622737645608726
0,0.600135509847404,0.527228077053483,0.311404158344514,0.65330469868867,0.500007629394531,0,0.480531917787227,0.628501450456747
0,0.386745288446701,0.257243685011766,0.241007665068251,0.394170041732832,0.49987918138504,0,0.278520803119165,0.621430010427568
0,0.532672205639162,0.441786479557785,0.5060467121536,0.484530633898077,0.500007629394531,0,0.20842291011334,0.624535906881134
0,0.551023591601558,0.350372295800777,0.700462630075391,0.540826007813451,0.500273615121841,1,0.196093826007577,0.621555517062075
0,0.527039853554259,0.366108778047335,0.468627075994509,0.518985831443934,0.500046730041504,1,0.687632874343116,0.624572188388994
0,0.305034597438048,0.13759722951979,0.235004100099854,0.38580939707755,0.49987918138504,0,0.507126705812547,0.621555517062075
0,0.510502592696827,0.468005344434894,0.332721030905504,0.429965243029341,0.499876618385315,0.413473011040336,0.536091620364614,0.625757792797872
0,0.430241426590953,0.427702931436229,0.109676421757526,0.435352951193875,0.499876618385315,0,0.22866615425376,0.627434600924675
0,0.417564903843734,0.305210924325328,0.545760301548655,0.494731822665994,0.500007629394531,0.413473011040336,0.647804248004113,0.62550620526073
0,0.671510083617056,0.528935894311796,0.725906800423274,0.729744174256493,0.500402063131332,0.586526988959664,0.708825265900199,0.624535906881134
0,0.342442735442571,0.22844511846654,0.297348415838577,0.384797198536125,0.49987918138504,0,0.201912892968467,0.621430010427568
0,0.329879863229281,0.247736580323525,0.210196877162246,0.396229660476937,0.499748229980469,0,0.0956802145005081,0.621430010427568
0,0.354180756704458,0.342198752045793,0.335916445478099,0.481855812119024,0.499748229980469,0,0.556854659616512,0.622928896781519
0,0.384763922998297,0.298801749900809,0.204284096417002,0.400065475814782,0.499876618385315,0.413473011040336,0.418878500261692,0.62187880915119
0,0.504050981812549,0.415742454651352,0.51267619999931,0.450287842423922,0.500007629394531,0.413473011040336,0.307437702052344,0.623351015283215
0,0.395914017273632,0.349990020913174,0.346088790306961,0.429558384953235,0.499876618385315,0.413473011040336,0.185383757466243,0.626578407649483
0,0.406999195043038,0.285633079677964,0.471217914169407,0.404692575921356,0.499748229980469,0.413473011040336,0.287251249510079,0.621430010427568
0,0.519897791331442,0.415830064178298,0.490619793356228,0.461560126072026,0.500007629394531,0,0.549851069487814,0.623309979646507
0,0.322122962858719,0.209443459146251,0.101248749570226,0.387570518137602,0.499748229980469,0,0.123716910852402,0.621555517062075
0,0.342441266987049,0.243395177889085,0.201335954739006,0.427503910591817,0.499748229980469,0,0.0956802145005081,0.62159662779492
0,0.575373759225031,0.484360077927893,0.605917760047584,0.563741321305734,0.500103563070297,1,0.652474992058041,0.625970005333249
0,0.544840904143783,0.547876860027096,0.561631062430615,0.477793261009736,0.499876618385315,1,0.581711331554432,0.626843846540133
0,0.47667100129231,0.31356005268854,0.262156205307634,0.485011901628234,0.499748229980469,0.586526988959664,0.186312998825865,0.621555517062075
0,0.460407763827185,0.420046246115782,0.23607046492175,0.447381188083595,0.499876618385315,0,0.129114405360848,0.625772426376713
0,0.599743006731784,0.490867655827927,0.545740121776366,0.617998347950062,0.500007629394531,0,0.408675294078237,0.626290649708767
0,0.320107585867337,0.21612454459108,0.152312114730035,0.389549161639921,0.499748229980469,0,0.130553873472378,0.622612292980238
0,0.318790718716294,0.169673541841948,0.560764798339639,0.390585253229865,0.499748229980469,0,0.708833642665375,0.621430010427568
0,0.282653187717226,0.158434101700446,0.546029390096045,0.384844022820242,0.499748229980469,0,0.696110407057712,0.622804701659585
0,0.383250508042429,0.213944212823193,0.314990740320757,0.45532642374126,0.499748229980469,0.586526988959664,0.535843276776801,0.621555517062075
0,0.525550466190506,0.530700290787687,0.313745744011396,0.4293723514408,0.499876618385315,0,0.368839977195827,0.628332407112922
0,0.388555237371387,0.263371590710033,0.446634795696266,0.398774368823478,0.499748229980469,0,0.401593079892507,0.622778705861248
0,0.492052085910024,0.416135185382036,0.204387896671823,0.432172165071415,0.499876618385315,0,0.305444152772353,0.624900049774657
0,0.516204265559744,0.386475826900396,0.243465953736154,0.477620873801566,0.500273615121841,0.586526988959664,0.0705067529903483,0.621555517062075
0,0.425587330382258,0.41832689407436,0.378240082527285,0.394362631254123,0.499876618385315,0,0.65126148402606,0.624110971769901
0,0.361552496895407,0.155225414615468,0.192806293390177,0.392568995447489,0.49987918138504,0,0.625229723228634,0.621555517062075
0,0.520601107166676,0.362910621007381,0.465877035651487,0.559391456451576,0.499876618385315,0.586526988959664,0.718344676584293,0.622904036692806
0,0.393806553751003,0.278819942878906,0.367985617161449,0.391346596877366,0.49987918138504,0.413473011040336,0.565308018959655,0.621430010427568
0,0.454390772708502,0.323378263467876,0.617983120302628,0.406972547143317,0.49987918138504,0.413473011040336,0.62963888839081,0.622679357811763
0,0.506673013744624,0.397717159038844,0.357021197099694,0.496945546742841,0.500007629394531,0,0.666156564338123,0.62347627092758
0,0.571346961009182,0.460972950254106,0.428508716951199,0.600112741795869,0.499876618385315,0,0.200981848420955,0.62554238749538
0,0.389305016238352,0.160461695771712,0.464049261074736,0.451877274684561,0.49987918138504,0.586526988959664,0.186312998825865,0.621555517062075
0,0.37766865232657,0.290805687449499,0.156591544359506,0.396243301423061,0.499748229980469,0.413473011040336,0.156250317372961,0.621430010427568
0,0.532660256684128,0.385509667300036,0.685249948850141,0.536729647121498,0.499975085258484,1,0.494587846920662,0.624447077715351
0,0.480992969918636,0.343273615177422,0.42203670258786,0.466979376920011,0.499748229980469,1,0.467165231465328,0.621430010427568
0,0.446984950407522,0.411211532431976,0.309910077370586,0.455197962958847,0.499975085258484,0.586526988959664,0.515132327888146,0.623677885356179
0,0.369563521094936,0.233967137724627,0.107661418150726,0.392985041719826,0.499748229980469,0,0.0956802145005081,0.621430010427568
0,0.532764522933755,0.401377228258151,0.319225181852101,0.489848623303206,0.499748229980469,0,0.443290410845747,0.622971081074495
0,0.694718483926293,0.5683036477357,0.494289786671996,0.75334916064923,0.500402063131332,0.586526988959664,0.681204336072616,0.625376460426458
0,0.606577358103924,0.422479493525739,0.444035363070683,0.608900950408277,0.49987918138504,0,0.514595734874422,0.624738257927733
0,0.494821073496597,0.363740666968245,0.323789974840376,0.438505428843596,0.499876618385315,0.413473011040336,0.0390393614105629,0.621679873643831
0,0.419187346681856,0.325152453942484,0.252863033449361,0.415384094509656,0.499748229980469,0,0.32757298686809,0.622737645608726
0,0.787863448055269,0.709737360408197,0.770337475441985,0.806297062045246,0.500692248344421,0.586526988959664,0.708825265900199,0.627589206013472
0,0.325548957989577,0.197678655685596,0.42913500874285,0.387184159410706,0.49987918138504,0,0.161828039296484,0.623798105980748
0,0.396410018509982,0.28513835227213,0.516208419326725,0.397422841744887,0.499876618385315,0,0.475749442415829,0.621430010427568
